Mean Degree,Var Degree,Num Edges,Clustering,Components,Diameter,Final size,Net Type
10.0,107.0,152,0.02861904761904762,4,inf,0.78,ER
12.5,71.25,134,0.03414285714285714,8,inf,0.73,Demon
11.11111111111111,64.98765432098766,167,0.02500000000000001,5,inf,0.87,ER
9.090909090909092,80.8099173553719,171,0.030428571428571426,3,inf,0.88,Demon
11.11111111111111,92.98765432098767,148,0.008023809523809523,5,inf,0.83,ER
9.090909090909092,76.62809917355372,153,0.036698412698412695,6,inf,0.8,Demon
10.0,68.2,163,0.018611111111111113,4,inf,0.87,ER
12.5,80.0,123,0.0,11,inf,0.61,Demon
7.142857142857143,63.9795918367347,172,0.04447985347985348,4,inf,0.89,ER
11.11111111111111,83.87654320987653,149,0.019666666666666666,3,inf,0.85,Demon
11.11111111111111,76.32098765432099,141,0.0,5,inf,0.75,ER
11.11111111111111,112.76543209876543,128,0.005357142857142857,8,inf,0.73,Demon
12.5,77.5,141,0.020761904761904763,4,inf,0.61,ER
12.5,87.5,153,0.021619047619047618,6,inf,0.73,Demon
12.5,65.5,142,0.01242857142857143,8,inf,0.85,ER
7.6923076923076925,57.905325443786985,164,0.01863636363636364,4,inf,0.82,Demon
11.11111111111111,78.5432098765432,161,0.016714285714285716,4,inf,0.94,ER
10.0,89.6,132,0.014420634920634922,8,inf,0.67,Demon
11.11111111111111,90.98765432098766,150,0.02442857142857143,6,inf,0.84,ER
8.333333333333334,50.38888888888889,193,0.01633116883116883,2,inf,0.92,Demon
12.5,84.25,137,0.011142857142857144,5,inf,0.78,ER
12.5,75.25,137,0.02980952380952381,7,inf,0.74,Demon
12.5,91.25,145,0.03133333333333334,7,inf,0.74,ER
11.11111111111111,86.5432098765432,155,0.07914285714285714,5,inf,0.89,Demon
12.5,79.5,141,0.0033333333333333335,5,inf,0.06,ER
11.11111111111111,53.4320987654321,180,0.032452380952380955,2,inf,0.86,Demon
11.11111111111111,75.4320987654321,133,0.003333333333333333,9,inf,0.65,ER
10.0,81.6,145,0.019611111111111107,6,inf,0.81,Demon
12.5,77.0,134,0.01880952380952381,10,inf,0.76,ER
11.11111111111111,71.20987654320987,166,0.037714285714285714,2,inf,0.79,Demon
11.11111111111111,54.32098765432098,158,0.026142857142857138,5,inf,0.87,ER
5.555555555555555,60.802469135802475,180,0.08248669467787115,2,inf,0.83,Demon
11.11111111111111,62.098765432098766,158,0.024500000000000008,5,inf,0.93,ER
11.11111111111111,58.543209876543216,161,0.040357142857142855,6,inf,0.76,Demon
14.285714285714286,58.204081632653065,149,0.025333333333333336,7,inf,0.84,ER
12.5,68.5,152,0.025142857142857144,2,inf,0.76,Demon
12.5,64.25,151,0.017666666666666667,6,inf,0.76,ER
11.11111111111111,79.87654320987653,152,0.024166666666666666,5,inf,0.85,Demon
12.5,62.0,142,0.03390476190476191,8,inf,0.64,ER
12.5,74.0,151,0.04676190476190476,5,inf,0.83,Demon
12.5,67.75,130,0.023333333333333334,11,inf,0.75,ER
12.5,89.0,127,0.021142857142857147,7,inf,0.07,Demon
11.11111111111111,68.09876543209879,150,0.017,4,inf,0.8,ER
11.11111111111111,83.65432098765433,157,0.017142857142857144,7,inf,0.83,Demon
11.11111111111111,97.87654320987653,130,0.012857142857142855,8,inf,0.02,ER
14.285714285714286,42.204081632653065,128,0.009,12,inf,0.58,Demon
12.5,63.0,153,0.005,8,inf,0.78,ER
11.11111111111111,97.87654320987653,125,0.01469047619047619,7,inf,0.61,Demon
11.11111111111111,87.20987654320987,148,0.049333333333333326,5,inf,0.03,ER
12.5,66.5,154,0.028523809523809528,7,inf,0.83,Demon
12.5,94.25,147,0.012666666666666668,6,inf,0.78,ER
9.090909090909092,97.35537190082643,129,0.024666666666666663,8,inf,0.76,Demon
11.11111111111111,107.65432098765432,150,0.039119047619047616,8,inf,0.9,ER
12.5,71.75,158,0.012000000000000002,2,inf,0.92,Demon
10.0,77.6,164,0.01958730158730159,5,inf,0.86,ER
12.5,110.0,144,0.03133333333333334,6,inf,0.84,Demon
9.090909090909092,83.35537190082643,169,0.01685714285714286,2,inf,0.91,ER
8.333333333333334,90.55555555555556,148,0.033363636363636366,4,inf,0.75,Demon
12.5,89.5,129,0.0,8,inf,0.64,ER
